zipf,wr_frac,ideal_max_load,ideal_max_tlat,real_max_load,real_max_tlat,tput_slowdown,excess_tlat
1.2,10,0.9586956521739131,2485,0.8760869565217391,3573,0.9138321995464852,2.25
1.2,15,0.9586956521739131,2485,0.8760869565217391,3557,0.9138321995464852,2.2399244332493704
1.2,20,0.9586956521739131,2485,0.8760869565217391,3021,0.9138321995464852,1.9023929471032746
1.2,25,0.9586956521739131,2485,0.9173913043478261,6143,0.9569160997732427,3.723030303030303
1.2,30,0.9586956521739131,2485,0.7521739130434782,5783,0.7845804988662132,4.525039123630673
1.2,35,0.9586956521739131,2485,0.6282608695652174,5127,0.655328798185941,5.53074433656958
1.2,40,0.9586956521739131,2485,0.5456521739130434,5335,0.5691609977324262,5.75512405609493
1.2,45,0.9586956521739131,2485,0.5043478260869565,6743,0.5260770975056689,7.2740021574973035
1.2,50,0.9586956521739131,2485,0.42173913043478256,4963,0.43990929705215415,5.353829557713053
1.2,55,0.9586956521739131,2485,0.3804347826086956,5083,0.3968253968253968,5.483279395900755
1.2,60,0.9586956521739131,2485,0.33913043478260874,4667,0.3537414965986395,5.034519956850054
1.2,65,0.9586956521739131,2485,0.33913043478260874,6623,0.3537414965986395,7.144552319309601
1.2,70,0.9586956521739131,2485,0.29782608695652174,5131,0.31065759637188206,5.535059331175836
1.2,75,0.9586956521739131,2485,0.25652173913043474,4025,0.26757369614512466,4.341963322545847
1.2,80,0.9586956521739131,2485,0.25652173913043474,4971,0.26757369614512466,5.3624595469255665
1.2999999999999998,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
1.2999999999999998,5,0.9586956521739131,2485,0.8347826086956521,2825,0.8707482993197279,1.8634564643799472
1.2999999999999998,10,0.9586956521739131,2485,0.8347826086956521,3163,0.8707482993197279,2.086411609498681
1.2999999999999998,15,0.9586956521739131,2485,0.8347826086956521,3003,0.8707482993197279,1.9808707124010554
1.2999999999999998,20,0.9586956521739131,2485,0.8760869565217391,5711,0.9138321995464852,3.5963476070528966
1.2999999999999998,25,0.9586956521739131,2485,0.7108695652173913,6791,0.7414965986394558,7.008255933952529
1.2999999999999998,30,0.9586956521739131,2485,0.5869565217391305,6803,0.6122448979591837,7.338727076591154
1.2999999999999998,35,0.9586956521739131,2485,0.4630434782608695,4739,0.4829931972789115,5.112189859762675
1.2999999999999998,40,0.9586956521739131,2485,0.42173913043478256,5871,0.43990929705215415,6.333333333333333
1.2999999999999998,45,0.9586956521739131,2485,0.3804347826086956,6275,0.3968253968253968,6.769147788565264
1.2999999999999998,50,0.9586956521739131,2485,0.33913043478260874,6383,0.3537414965986395,6.885652642934196
1.2999999999999998,55,0.9586956521739131,2485,0.29782608695652174,5551,0.31065759637188206,5.988133764832794
1.2999999999999998,60,0.9586956521739131,2485,0.25652173913043474,4523,0.26757369614512466,4.879180151024811
1.2999999999999998,65,0.9586956521739131,2485,0.25652173913043474,6191,0.26757369614512466,6.678532901833873
1.2999999999999998,70,0.9586956521739131,2485,0.2152173913043478,4315,0.22448979591836732,4.654800431499461
1.2999999999999998,75,0.9586956521739131,2485,0.2152173913043478,5495,0.22448979591836732,5.9277238403452
1.2999999999999998,80,0.9586956521739131,2485,0.17391304347826086,3533,0.18140589569160998,3.8112189859762675
1.4,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
1.4,5,0.9586956521739131,2485,0.8347826086956521,4639,0.8707482993197279,3.0600263852242744
1.4,10,0.9586956521739131,2485,0.7934782608695652,3055,0.8276643990929705,2.145365168539326
1.4,15,0.9586956521739131,2485,0.8347826086956521,3385,0.8707482993197279,2.2328496042216357
1.4,20,0.9586956521739131,2485,0.7108695652173913,6083,0.7414965986394558,6.277605779153767
1.4,25,0.9586956521739131,2485,0.5456521739130434,5315,0.5691609977324262,5.733549083063646
1.4,30,0.9586956521739131,2485,0.4630434782608695,5875,0.4829931972789115,6.33764832793959
1.4,35,0.9586956521739131,2485,0.3804347826086956,5151,0.3968253968253968,5.55663430420712
1.4,40,0.9586956521739131,2485,0.33913043478260874,5835,0.3537414965986395,6.294498381877022
1.4,45,0.9586956521739131,2485,0.29782608695652174,5667,0.31065759637188206,6.11326860841424
1.4,50,0.9586956521739131,2485,0.25652173913043474,4855,0.26757369614512466,5.237324703344121
1.4,55,0.9586956521739131,2485,0.2152173913043478,3795,0.22448979591836732,4.093851132686084
1.4,60,0.9586956521739131,2485,0.2152173913043478,5115,0.22448979591836732,5.517799352750809
1.4,65,0.9586956521739131,2485,0.17391304347826086,3527,0.18140589569160998,3.8047464940668823
1.4,70,0.9586956521739131,2485,0.17391304347826086,4391,0.18140589569160998,4.736785329018339
1.4,75,0.9586956521739131,2485,0.17391304347826086,5531,0.18140589569160998,5.966558791801511
1.4,80,0.9586956521739131,2485,0.13260869565217392,3117,0.1383219954648526,3.3660907127429804
