zipf,wr_frac,ideal_max_load,ideal_max_tlat,real_max_load,real_max_tlat,tput_slowdown,excess_tlat
0.9,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
0.9,5,0.9586956521739131,2485,0.9586956521739131,2773,1.0,1.1158953722334004
0.9,10,0.9586956521739131,2485,0.9586956521739131,3453,1.0,1.3895372233400403
0.9,15,0.9586956521739131,2485,0.9586956521739131,4179,1.0,1.6816901408450704
0.9,20,0.9586956521739131,2485,0.9586956521739131,4707,1.0,1.8941649899396378
0.9,25,0.9586956521739131,2485,0.9586956521739131,5387,1.0,2.1678068410462776
0.9,30,0.9586956521739131,2485,0.9173913043478261,2877,0.9569160997732427,1.7436363636363637
0.9,35,0.9586956521739131,2485,0.9173913043478261,3423,0.9569160997732427,2.0745454545454547
0.9,40,0.9586956521739131,2485,0.8760869565217391,6431,0.9138321995464852,4.049748110831234
0.9,45,0.9586956521739131,2485,0.7521739130434782,4211,0.7845804988662132,3.2949921752738653
0.9,50,0.9586956521739131,2485,0.6695652173913044,3999,0.6984126984126984,4.3092672413793105
0.9,55,0.9586956521739131,2485,0.6282608695652174,5975,0.655328798185941,6.445523193096009
0.9,60,0.9586956521739131,2485,0.5456521739130434,4011,0.5691609977324262,4.326860841423948
0.9,65,0.9586956521739131,2485,0.5043478260869565,4001,0.5260770975056689,4.316073354908307
0.9,70,0.9586956521739131,2485,0.4630434782608695,3747,0.4829931972789115,4.042071197411003
0.9,75,0.9586956521739131,2485,0.4630434782608695,6339,0.4829931972789115,6.8381877022653725
0.9,80,0.9586956521739131,2485,0.42173913043478256,5127,0.43990929705215415,5.53074433656958
1.0,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
1.0,5,0.9586956521739131,2485,0.9586956521739131,5807,1.0,2.33682092555332
1.0,10,0.9586956521739131,2485,0.9173913043478261,2979,0.9569160997732427,1.8054545454545454
1.0,15,0.9586956521739131,2485,0.9173913043478261,5279,0.9569160997732427,3.1993939393939392
1.0,20,0.9586956521739131,2485,0.8760869565217391,3183,0.9138321995464852,2.0044080604534007
1.0,25,0.9586956521739131,2485,0.7934782608695652,5203,0.8276643990929705,3.653792134831461
1.0,30,0.9586956521739131,2485,0.6282608695652174,4035,0.655328798185941,4.352750809061488
1.0,35,0.9586956521739131,2485,0.5456521739130434,4531,0.5691609977324262,4.887810140237325
1.0,40,0.9586956521739131,2485,0.4630434782608695,4095,0.4829931972789115,4.41747572815534
1.0,45,0.9586956521739131,2485,0.42173913043478256,5131,0.43990929705215415,5.535059331175836
1.0,50,0.9586956521739131,2485,0.3804347826086956,6339,0.3968253968253968,6.8381877022653725
1.0,55,0.9586956521739131,2485,0.33913043478260874,5583,0.3537414965986395,6.022653721682848
1.0,60,0.9586956521739131,2485,0.29782608695652174,4323,0.31065759637188206,4.663430420711974
1.0,65,0.9586956521739131,2485,0.25652173913043474,3445,0.26757369614512466,3.7162891046386193
1.0,70,0.9586956521739131,2485,0.25652173913043474,4819,0.26757369614512466,5.19848975188781
1.0,75,0.9586956521739131,2485,0.2152173913043478,3169,0.22448979591836732,3.418554476806904
1.0,80,0.9586956521739131,2485,0.2152173913043478,4167,0.22448979591836732,4.495145631067961
1.1,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
1.1,5,0.9586956521739131,2485,0.9173913043478261,6327,0.9569160997732427,3.8345454545454545
1.1,10,0.9586956521739131,2485,0.8347826086956521,2893,0.8707482993197279,1.908311345646438
1.1,15,0.9586956521739131,2485,0.7521739130434782,4591,0.7845804988662132,3.592331768388106
1.1,20,0.9586956521739131,2485,0.5456521739130434,4143,0.5691609977324262,4.46925566343042
1.1,25,0.9586956521739131,2485,0.42173913043478256,3861,0.43990929705215415,4.165048543689321
1.1,30,0.9586956521739131,2485,0.33913043478260874,3733,0.3537414965986395,4.026968716289105
1.1,35,0.9586956521739131,2485,0.29782608695652174,4571,0.31065759637188206,4.930960086299892
1.1,40,0.9586956521739131,2485,0.25652173913043474,4311,0.26757369614512466,4.650485436893204
1.1,45,0.9586956521739131,2485,0.2152173913043478,3379,0.22448979591836732,3.6450916936353828
1.1,50,0.9586956521739131,2485,0.2152173913043478,6547,0.22448979591836732,7.062567421790723
1.1,55,0.9586956521739131,2485,0.17391304347826086,3565,0.18140589569160998,3.8457389428263213
1.1,60,0.9586956521739131,2485,0.17391304347826086,6195,0.18140589569160998,6.68284789644013
1.1,65,0.9586956521739131,2485,0.13260869565217392,2937,0.1383219954648526,3.17170626349892
1.1,70,0.9586956521739131,2485,0.13260869565217392,3545,0.1383219954648526,3.82829373650108
1.1,75,0.9586956521739131,2485,0.13260869565217392,5171,0.1383219954648526,5.584233261339093
1.1,80,0.9586956521739131,2485,0.09130434782608696,2345,0.09523809523809523,2.5323974082073435
1.2,0,0.9586956521739131,2485,0.9586956521739131,2391,1.0,0.9621730382293763
1.2,5,0.9586956521739131,2485,0.8347826086956521,3135,0.8707482993197279,2.0679419525065965
1.2,10,0.9586956521739131,2485,0.7521739130434782,4515,0.7845804988662132,3.532863849765258
